Time/min,K-with epifluidics,K-without epifluidics,Time/min,Glu-with epifluidics,Glu-without epifluidics
26.43333,6.32196,7.30505,26.43333,90.55015,90.29
26.45,6.32404,7.30427,26.45,90.54345,90.3
26.46667,6.32612,7.30328,26.46667,90.53676,90.35
26.48333,6.3282,7.30208,26.48333,90.53007,90.34
26.5,6.33028,7.30066,26.5,90.52338,90.25
26.51667,6.33235,7.29899,26.51667,90.5167,90.2
26.53333,6.33443,7.29708,26.53333,90.51002,90.25
26.55,6.3365,7.29492,26.55,90.50334,90.24
26.56667,6.33857,7.29258,26.56667,90.49667,90.2
26.58333,6.34064,7.29006,26.58333,90.48999,90.15
26.6,6.34271,7.28737,26.6,90.48333,90.14
26.61667,6.34478,7.28719,26.61667,90.47666,90.12
26.63333,6.34685,7.28632,26.63333,90.47,90.11
26.65,6.34892,7.2848,26.65,90.46334,90.09
26.66667,6.35098,7.28265,26.66667,90.45668,90.04
26.68333,6.35305,7.27991,26.68333,90.45002,90.02
26.7,6.35511,7.27662,26.7,90.44337,90.04
26.71667,6.35718,7.27281,26.71667,90.43672,89.99
26.73333,6.35924,7.26849,26.73333,90.43008,89.96
26.75,6.3613,7.26371,26.75,90.42344,89.93
26.76667,6.36336,7.2585,26.76667,90.4168,89.96
26.78333,6.36542,7.25288,26.78333,90.41016,89.95
26.8,6.36748,7.24688,26.8,90.40353,89.93
26.81667,6.36954,7.24053,26.81667,90.3969,89.93
26.83333,6.3716,7.23384,26.83333,90.39027,89.93
26.85,6.37365,7.22686,26.85,90.38365,89.89
26.86667,6.37571,7.21961,26.86667,90.37703,89.89
26.88333,6.37776,7.21195,26.88333,90.37041,89.88
26.9,6.37982,7.20396,26.9,90.36379,89.9
26.91667,6.38187,7.19566,26.91667,90.35718,89.84
26.93333,6.38392,7.18709,26.93333,90.35057,89.86
26.95,6.38598,7.17831,26.95,90.34397,89.82
26.96667,6.38803,7.16936,26.96667,90.33737,89.82
26.98333,6.39008,7.16026,26.98333,90.33077,89.76
27,6.39213,7.15106,27,90.32417,89.79
27.01667,6.39418,7.14178,27.01667,90.31758,89.76
27.03333,6.39623,7.13247,27.03333,90.31099,89.8
27.05,6.39828,7.12318,27.05,90.3044,89.85
27.06667,6.40032,7.11393,27.06667,90.29782,89.89
27.08333,6.40238,7.10475,27.08333,90.29123,89.8
27.1,6.40442,7.09567,27.1,90.28465,89.76
27.11667,6.40647,7.08674,27.11667,90.27808,89.82
27.13333,6.40851,7.07801,27.13333,90.2715,89.73
27.15,6.41056,7.06955,27.15,90.26493,89.71
27.16667,6.41261,7.06143,27.16667,90.25836,89.7
27.18333,6.41465,7.05365,27.18333,90.25179,89.64
27.2,6.4167,7.04622,27.2,90.24523,89.62
27.21667,6.41874,7.03916,27.21667,90.23866,89.61
27.23333,6.42079,7.03249,27.23333,90.2321,89.6
27.25,6.42282,7.02622,27.25,90.22555,89.57
27.26667,6.42487,7.02036,27.26667,90.21899,89.61
27.28333,6.42691,7.01492,27.28333,90.21244,89.56
27.3,6.42895,7.00991,27.3,90.20589,89.57
27.31667,6.43099,7.00535,27.31667,90.19934,89.54
27.33333,6.43304,7.00127,27.33333,90.19279,89.52
27.35,6.43508,6.99768,27.35,90.18625,89.59
27.36667,6.43712,6.9946,27.36667,90.17971,89.55
27.38333,6.43916,6.99206,27.38333,90.17317,89.55
27.4,6.4412,6.99008,27.4,90.16663,89.52
27.41667,6.44324,6.98867,27.41667,90.1601,89.57
27.43333,6.44528,6.98787,27.43333,90.15357,89.55
27.45,6.44732,6.98768,27.45,90.14704,89.6
27.46667,6.44936,6.98483,27.46667,90.14052,89.57
27.48333,6.4514,6.98201,27.48333,90.134,89.54
27.5,6.45344,6.97919,27.5,90.12748,89.55
27.51667,6.45548,6.97636,27.51667,90.12097,89.5
27.53333,6.45751,6.97349,27.53333,90.11445,89.5
27.55,6.45956,6.97055,27.55,90.10795,89.4
27.56667,6.4616,6.96752,27.56667,90.10144,89.45
27.58333,6.46467,6.9644,27.58333,90.09494,89.46
27.6,6.46773,6.96115,27.6,90.08844,89.43
27.61667,6.47076,6.95776,27.61667,90.08194,89.34
27.63333,6.47378,6.95419,27.63333,90.07545,89.38
27.65,6.47677,6.95043,27.65,90.06896,89.34
27.66667,6.47975,6.94643,27.66667,90.06247,89.25
27.68333,6.48269,6.94219,27.68333,90.05599,89.27
27.7,6.48563,6.93767,27.7,90.04951,89.29
27.71667,6.48855,6.93287,27.71667,90.04303,89.32
27.73333,6.49144,6.92791,27.73333,90.03655,89.32
27.75,6.49431,6.9228,27.75,90.03008,89.31
27.76667,6.49716,6.91753,27.76667,90.02361,89.29
27.78333,6.5,6.91209,27.78333,90.01715,89.31
27.8,6.50281,6.90649,27.8,90.01068,89.3
27.81667,6.5056,6.90075,27.81667,90.00422,89.31
27.83333,6.50838,6.89488,27.83333,89.99777,89.27
27.85,6.51113,6.8889,27.85,89.99131,89.24
27.86667,6.51387,6.88286,27.86667,89.98486,89.29
27.88333,6.51659,6.87673,27.88333,89.97841,89.26
27.9,6.51928,6.87052,27.9,89.97197,89.24
27.91667,6.52196,6.86425,27.91667,89.96553,89.31
27.93333,6.52462,6.85793,27.93333,89.95909,89.31
27.95,6.52727,6.85156,27.95,89.95266,89.36
27.96667,6.52989,6.84516,27.96667,89.94622,89.34
27.98333,6.5325,6.83873,27.98333,89.9398,89.35
28,6.53508,6.83224,28,89.93337,89.27
28.01667,6.53765,6.82567,28.01667,89.92695,89.3
28.03333,6.54021,6.81903,28.03333,89.92053,89.15
28.05,6.54273,6.81231,28.05,89.91411,88.71
28.06667,6.54525,6.80553,28.06667,89.9077,88.66
28.08333,6.54774,6.7987,28.08333,89.90129,89.23
28.1,6.55022,6.79183,28.1,89.89488,89.41
28.11667,6.55269,6.78493,28.11667,89.88848,89.49
28.13333,6.55513,6.77801,28.13333,89.88208,89.61
28.15,6.55756,6.77105,28.15,89.87568,89.7
28.16667,6.55997,6.76409,28.16667,89.86929,89.71
28.18333,6.56236,6.75712,28.18333,89.8629,89.7
28.2,6.56473,6.75016,28.2,89.85652,89.74
28.21667,6.56709,6.74323,28.21667,89.85013,89.7
28.23333,6.56943,6.73635,28.23333,89.84375,89.74
28.25,6.57175,6.72951,28.25,89.83738,89.76
28.26667,6.57406,6.72272,28.26667,89.831,89.68
28.28333,6.57636,6.71595,28.28333,89.82463,89.68
28.3,6.57863,6.70921,28.3,89.81827,89.62
28.31667,6.58089,6.7025,28.31667,89.8119,89.61
28.33333,6.58313,6.69581,28.33333,89.80554,89.59
28.35,6.58536,6.68916,28.35,89.79919,89.55
28.36667,6.58757,6.68254,28.36667,89.79284,89.5
28.38333,6.58977,6.67596,28.38333,89.78649,89.43
28.4,6.59194,6.66943,28.4,89.78014,89.55
28.41667,6.59411,6.66294,28.41667,89.7738,89.55
28.43333,6.59625,6.65651,28.43333,89.76746,90.39
28.45,6.59838,6.65012,28.45,89.76113,87.77
28.46667,6.6005,6.64377,28.46667,89.7548,89.41
28.48333,6.6026,6.63747,28.48333,89.74847,89.65
28.5,6.60469,6.63121,28.5,89.74214,89.74
28.51667,6.60675,6.62499,28.51667,89.73582,89.84
28.53333,6.60881,6.61882,28.53333,89.72951,89.86
28.55,6.61086,6.6127,28.55,89.72319,89.94
28.56667,6.61288,6.60663,28.56667,89.71688,89.96
28.58333,6.61489,6.60061,28.58333,89.71058,89.91
28.6,6.61689,6.59465,28.6,89.70428,89.94
28.61667,6.61887,6.58875,28.61667,89.69798,89.91
28.63333,6.62084,6.58293,28.63333,89.69168,89.84
28.65,6.62279,6.57718,28.65,89.68539,89.84
28.66667,6.62473,6.57151,28.66667,89.67911,89.77
28.68333,6.62666,6.56593,28.68333,89.67282,89.77
28.7,6.62857,6.56042,28.7,89.66654,89.77
28.71667,6.63046,6.55497,28.71667,89.66026,89.82
28.73333,6.63235,6.5496,28.73333,89.65399,89.77
28.75,6.63422,6.54432,28.75,89.64772,89.77
28.76667,6.63608,6.53913,28.76667,89.64146,89.76
28.78333,6.63792,6.53401,28.78333,89.63519,89.73
28.8,6.63975,6.52896,28.8,89.62894,89.66
28.81667,6.64157,6.52397,28.81667,89.62268,89.68
28.83333,6.64337,6.51907,28.83333,89.61643,89.64
28.85,6.64516,6.5143,28.85,89.61018,89.61
28.86667,6.64694,6.50966,28.86667,89.60394,89.57
28.88333,6.64871,6.50516,28.88333,89.5977,89.55
28.9,6.65046,6.50081,28.9,89.59146,89.52
28.91667,6.6522,6.49661,28.91667,89.58523,89.55
28.93333,6.65392,6.49254,28.93333,89.579,89.51
28.95,6.65564,6.48861,28.95,89.57278,89.49
28.96667,6.65734,6.48481,28.96667,89.56656,89.46
28.98333,6.65903,6.48115,28.98333,89.56034,89.41
29,6.66071,6.47764,29,89.55413,89.5
29.01667,6.66238,6.47426,29.01667,89.54792,89.41
29.03333,6.66403,6.47095,29.03333,89.54171,89.36
29.05,6.66567,6.46772,29.05,89.53551,89.34
29.06667,6.6673,6.46459,29.06667,89.52931,89.29
29.08333,6.66892,6.46156,29.08333,89.52312,89.26
29.1,6.67053,6.45864,29.1,89.51693,89.25
29.11667,6.67213,6.45583,29.11667,89.51074,89.24
29.13333,6.67371,6.45315,29.13333,89.50456,89.34
29.15,6.67528,6.45059,29.15,89.49838,89.3
29.16667,6.67685,6.44819,29.16667,89.4922,89.3
29.18333,6.6784,6.44594,29.18333,89.48603,89.24
29.2,6.67994,6.44386,29.2,89.47986,89.2
29.21667,6.68147,6.44195,29.21667,89.47369,89.24
29.23333,6.68298,6.44023,29.23333,89.46753,89.24
29.25,6.6845,6.43871,29.25,89.46137,89.24
29.26667,6.68599,6.4374,29.26667,89.45522,89.23
29.28333,6.68749,6.43629,29.28333,89.44907,89.19
29.3,6.68896,6.43539,29.3,89.44292,89.12
29.31667,6.69043,6.4347,29.31667,89.43678,89.15
29.33333,6.69189,6.43422,29.33333,89.43064,89.11
29.35,6.69334,6.43396,29.35,89.4245,89.11
29.36667,6.69477,6.43393,29.36667,89.41837,89.14
29.38333,6.6962,6.43415,29.38333,89.41224,89.05
29.4,6.69762,6.43462,29.4,89.40611,89.01
29.41667,6.69903,6.43535,29.41667,89.39999,88.98
29.43333,6.70043,6.43634,29.43333,89.39387,89
29.45,6.70182,6.43758,29.45,89.38775,89.02
29.46667,6.7032,6.43909,29.46667,89.38164,88.99
29.48333,6.70457,6.44084,29.48333,89.37553,89.02
29.5,6.70594,6.44287,29.5,89.36943,88.99
29.51667,6.7073,6.44515,29.51667,89.36333,88.98
29.53333,6.70864,6.44773,29.53333,89.35723,89
29.55,6.70998,6.45065,29.55,89.35113,88.98
29.56667,6.71131,6.45386,29.56667,89.34504,89
29.58333,6.71262,6.45736,29.58333,89.33896,88.99
29.6,6.71394,6.46108,29.6,89.33287,89
29.61667,6.71524,6.46503,29.61667,89.3268,89.02
29.63333,6.71654,6.46921,29.63333,89.32072,88.99
29.65,6.71782,6.4736,29.65,89.31465,88.99
29.66667,6.7191,6.4782,29.66667,89.30858,89
29.68333,6.72038,6.48303,29.68333,89.30252,88.99
29.7,6.72164,6.48803,29.7,89.29645,88.98
29.71667,6.7229,6.49317,29.71667,89.2904,88.9
29.73333,6.72414,6.49844,29.73333,89.28434,88.88
29.75,6.72539,6.50382,29.75,89.27829,88.86
29.76667,6.72662,6.5093,29.76667,89.27225,88.82
29.78333,6.72785,6.51489,29.78333,89.26621,88.82
29.8,6.72907,6.52054,29.8,89.26017,88.8
29.81667,6.73028,6.52623,29.81667,89.25413,88.74
29.83333,6.73149,6.53194,29.83333,89.2481,88.79
29.85,6.73269,6.53764,29.85,89.24207,88.77
29.86667,6.73388,6.54331,29.86667,89.23605,88.77
29.88333,6.73507,6.549,29.88333,89.23003,88.71
29.9,6.73625,6.5547,29.9,89.22401,88.73
29.91667,6.73742,6.56039,29.91667,89.218,88.69
29.93333,6.73859,6.56608,29.93333,89.21199,88.7
29.95,6.73975,6.57176,29.95,89.20599,88.71
29.96667,6.7409,6.57742,29.96667,89.19999,88.74
29.98333,6.74206,6.58308,29.98333,89.19399,88.69
30,6.7432,6.58873,30,89.188,88.68
30.01667,6.74434,6.59439,30.01667,89.18201,88.65
30.03333,6.74547,6.60003,30.03333,89.17602,88.65
30.05,6.74659,6.60568,30.05,89.17004,88.55
30.06667,6.74772,6.61133,30.06667,89.16406,88.64
30.08333,6.74883,6.61698,30.08333,89.15808,88.66
30.1,6.74995,6.62264,30.1,89.15211,88.62
30.11667,6.75105,6.62836,30.11667,89.14614,88.6
30.13333,6.75215,6.63412,30.13333,89.14018,88.59
30.15,6.75325,6.63991,30.15,89.13421,88.59
30.16667,6.75434,6.64574,30.16667,89.12826,88.56
30.18333,6.75543,6.65161,30.18333,89.1223,88.6
30.2,6.75651,6.65754,30.2,89.11635,88.61
30.21667,6.75759,6.66352,30.21667,89.1104,88.56
30.23333,6.75866,6.66956,30.23333,89.10445,88.62
30.25,6.75973,6.67568,30.25,89.09851,88.62
30.26667,6.7608,6.68185,30.26667,89.09257,88.62
30.28333,6.76186,6.6881,30.28333,89.08663,88.57
30.3,6.76292,6.69444,30.3,89.0807,88.61
30.31667,6.76397,6.70087,30.31667,89.07477,88.64
30.33333,6.76502,6.70743,30.33333,89.06884,88.66
30.35,6.76607,6.71413,30.35,89.06292,88.62
30.36667,6.76712,6.72099,30.36667,89.057,88.62
30.38333,6.76815,6.72799,30.38333,89.05108,88.61
30.4,6.7692,6.73508,30.4,89.04517,88.74
30.41667,6.77023,6.74229,30.41667,89.03926,88.61
30.43333,6.77126,6.74962,30.43333,89.03335,88.59
30.45,6.77229,6.75708,30.45,89.02745,88.62
30.46667,6.77331,6.76466,30.46667,89.02155,88.55
30.48333,6.77433,6.77235,30.48333,89.01565,88.57
30.5,6.77536,6.78021,30.5,89.00976,88.66
30.51667,6.77637,6.78821,30.51667,89.00387,88.66
30.53333,6.77739,6.79637,30.53333,88.99798,88.62
30.55,6.7784,6.80467,30.55,88.9921,88.61
30.56667,6.77942,6.81315,30.56667,88.98622,88.65
30.58333,6.78042,6.82181,30.58333,88.98034,88.68
30.6,6.78143,6.83067,30.6,88.97446,88.6
30.61667,6.78243,6.8397,30.61667,88.96859,88.59
30.63333,6.78344,6.84889,30.63333,88.96273,88.55
30.65,6.78444,6.85825,30.65,88.95686,88.46
30.66667,6.78544,6.8678,30.66667,88.951,88.41
30.68333,6.78644,6.87753,30.68333,88.94514,88.4
30.7,6.78744,6.88744,30.7,88.93929,88.43
30.71667,6.78844,6.89754,30.71667,88.93344,88.43
30.73333,6.78943,6.90786,30.73333,88.92759,88.4
30.75,6.79043,6.91841,30.75,88.92175,88.44
30.76667,6.79142,6.92922,30.76667,88.91591,88.38
30.78333,6.79242,6.94031,30.78333,88.91007,88.34
30.8,6.79341,6.95168,30.8,88.90424,88.38
30.81667,6.7944,6.96334,30.81667,88.89841,88.38
30.83333,6.79539,6.97529,30.83333,88.89259,88.43
30.85,6.79638,6.98754,30.85,88.88677,88.49
30.86667,6.79738,7.00012,30.86667,88.88095,88.48
30.88333,6.79837,7.01303,30.88333,88.87514,88.46
30.9,6.79936,7.02628,30.9,88.86933,88.46
30.91667,6.80035,7.03988,30.91667,88.86352,88.4
30.93333,6.80135,7.05384,30.93333,88.85772,88.43
30.95,6.80235,7.06814,30.95,88.85192,88.45
30.96667,6.80334,7.08272,30.96667,88.84612,88.52
30.98333,6.80434,7.0976,30.98333,88.84033,88.46
31,6.80534,7.11276,31,88.83454,88.5
31.01667,6.80634,7.12819,31.01667,88.82876,88.5
31.03333,6.80734,7.14388,31.03333,88.82298,88.46
31.05,6.80835,7.15983,31.05,88.8172,88.55
31.06667,6.80935,7.17602,31.06667,88.81142,88.52
31.08333,6.81036,7.19242,31.08333,88.80565,88.59
31.1,6.81136,7.20901,31.1,88.79989,88.65
31.11667,6.81238,7.22579,31.11667,88.79412,88.62
31.13333,6.81339,7.24275,31.13333,88.78836,88.7
31.15,6.8144,7.25988,31.15,88.7826,88.68
31.16667,6.81542,7.27717,31.16667,88.77685,88.68
31.18333,6.81645,7.29461,31.18333,88.7711,88.65
31.2,6.81747,7.31217,31.2,88.76535,88.64
31.21667,6.81828,7.32985,31.21667,88.75961,88.6
31.23333,6.81909,7.34763,31.23333,88.75387,88.52
31.25,6.8199,7.36549,31.25,88.74814,88.45
31.26667,6.82072,7.3834,31.26667,88.7424,88.45
31.28333,6.82193,7.40136,31.28333,88.73668,88.45
31.3,6.82315,7.41935,31.3,88.73095,88.4
31.31667,6.82436,7.43738,31.31667,88.72523,88.31
31.33333,6.82555,7.46876,31.33333,88.71951,88.31
31.35,6.82674,7.49738,31.35,88.7138,88.32
31.36667,6.82792,7.52333,31.36667,88.70809,88.35
31.38333,6.82909,7.54679,31.38333,88.70238,88.3
31.4,6.83025,7.56784,31.4,88.69667,88.36
31.41667,6.8314,7.58655,31.41667,88.69097,88.32
31.43333,6.83255,7.60305,31.43333,88.68528,88.32
31.45,6.83368,7.61743,31.45,88.67958,88.3
31.46667,6.83481,7.62983,31.46667,88.67389,88.27
31.48333,6.83593,7.64036,31.48333,88.6682,88.25
31.5,6.83704,7.64914,31.5,88.66252,88.25
31.51667,6.83814,7.65628,31.51667,88.65684,88.14
31.53333,6.83924,7.6619,31.53333,88.65116,88.15
31.55,6.84032,7.66614,31.55,88.64549,88.15
31.56667,6.84141,7.66913,31.56667,88.63982,88.09
31.58333,6.84248,7.67101,31.58333,88.63415,88.07
31.6,6.84355,7.6719,31.6,88.62849,88.02
31.61667,6.84461,7.6719,31.61667,88.62283,88.04
31.63333,6.84566,7.67114,31.63333,88.61717,87.99
31.65,6.84671,7.66973,31.65,88.61152,87.95
31.66667,6.84774,7.66779,31.66667,88.60587,88
31.68333,6.84878,7.66545,31.68333,88.60022,87.95
31.7,6.8498,7.6628,31.7,88.59458,87.95
31.71667,6.85082,7.65998,31.71667,88.58894,87.93
31.73333,6.85184,7.6571,31.73333,88.5833,87.89
31.75,6.85285,7.65428,31.75,88.57767,87.88
31.76667,6.85385,7.65165,31.76667,88.57204,87.86
31.78333,6.85484,7.64929,31.78333,88.56641,87.86
31.8,6.85584,7.64732,31.8,88.56079,87.84
31.81667,6.85682,7.64583,31.81667,88.55517,87.8
31.83333,6.8578,7.64494,31.83333,88.54955,87.79
31.85,6.85878,7.64478,31.85,88.54394,87.8
31.86667,6.85974,7.64547,31.86667,88.53833,87.69
31.88333,6.86071,7.64711,31.88333,88.53272,87.79
31.9,6.86167,7.64978,31.9,88.52712,87.8
31.91667,6.86262,7.65359,31.91667,88.52152,87.85
31.93333,6.86357,7.65864,31.93333,88.51592,87.89
31.95,6.86452,7.66506,31.95,88.51033,87.98
31.96667,6.86545,7.67296,31.96667,88.50474,87.95
31.98333,6.86639,7.68243,31.98333,88.49915,87.96
32,6.86732,7.69361,32,88.49357,87.98
32.01667,6.86825,7.70659,32.01667,88.48799,87.98
32.03333,6.86918,7.72149,32.03333,88.48242,87.93
32.05,6.87009,7.73844,32.05,88.47684,87.86
32.06667,6.87101,7.75752,32.06667,88.47128,87.85
32.08333,6.87192,7.77885,32.08333,88.46571,87.9
32.1,6.87283,7.80256,32.1,88.46015,87.94
32.11667,6.87374,7.82873,32.11667,88.45459,87.93
32.13333,6.87464,7.85749,32.13333,88.44904,87.93
32.15,6.87554,7.88893,32.15,88.44348,87.93
32.16667,6.87644,7.92316,32.16667,88.43794,87.95
32.18333,6.87733,7.94407,32.18333,88.43239,87.9
32.2,6.87822,7.96499,32.2,88.42685,87.95
32.21667,6.87911,7.98596,32.21667,88.42131,87.95
32.23333,6.88,8.0069,32.23333,88.41578,87.98
32.25,6.88088,8.02781,32.25,88.41025,87.93
32.26667,6.88176,8.04871,32.26667,88.40472,87.93
32.28333,6.88264,8.06961,32.28333,88.3992,87.86
32.3,6.88352,8.09049,32.3,88.39367,87.84
32.31667,6.8844,8.11136,32.31667,88.38816,87.8
32.33333,6.88526,8.13221,32.33333,88.38264,87.75
32.35,6.88614,8.15307,32.35,88.37713,87.68
32.36667,6.88701,8.17394,32.36667,88.37163,87.68
32.38333,6.88787,8.19482,32.38333,88.36612,87.68
32.4,6.88874,8.21572,32.4,88.36063,87.68
32.41667,6.88961,8.23663,32.41667,88.35513,87.65
32.43333,6.89048,8.25753,32.43333,88.34964,87.64
32.45,6.89134,8.2784,32.45,88.34415,87.62
32.46667,6.89221,8.29923,32.46667,88.33867,87.62
32.48333,6.89307,8.32003,32.48333,88.33319,87.65
32.5,6.89393,8.34081,32.5,88.32771,87.64
32.51667,6.89479,8.36159,32.51667,88.32224,87.68
32.53333,6.89565,8.38237,32.53333,88.31677,87.73
32.55,6.89651,8.40314,32.55,88.31131,87.75
32.56667,6.89737,8.42391,32.56667,88.30585,87.7
32.58333,6.89823,8.44467,32.58333,88.30039,87.68
32.6,6.8991,8.46541,32.6,88.29494,87.64
32.61667,6.89996,8.48613,32.61667,88.28949,87.68
32.63333,6.90082,8.50684,32.63333,88.28405,87.75
32.65,6.90169,8.52755,32.65,88.27861,86.88
32.66667,6.90255,8.54823,32.66667,88.27317,88.23
32.68333,6.90341,8.56889,32.68333,88.26774,86.74
32.7,6.90428,8.58948,32.7,88.26232,86.7
32.71667,6.90514,8.60998,32.71667,88.2569,86.68
32.73333,6.906,8.63039,32.73333,88.25148,86.6
32.75,6.90687,8.65072,32.75,88.24606,86.71
32.76667,6.90774,8.67096,32.76667,88.24066,86.74
32.78333,6.90862,8.69113,32.78333,88.23525,86.68
32.8,6.90948,8.71123,32.8,88.22985,86.76
32.81667,6.91036,8.73125,32.81667,88.22446,86.82
32.83333,6.91123,8.7512,32.83333,88.21906,88.11
32.85,6.91211,8.7711,32.85,88.21368,87.19
32.86667,6.91299,8.79094,32.86667,88.20829,87.71
32.88333,6.91387,8.81072,32.88333,88.20291,88
32.9,6.91475,8.83039,32.9,88.19754,89.21
32.91667,6.91564,8.84994,32.91667,88.19217,89.69
32.93333,6.91653,8.86944,32.93333,88.1868,87.18
32.95,6.91742,8.88884,32.95,88.18144,87.01
32.96667,6.91832,8.90814,32.96667,88.17608,87.01
32.98333,6.91921,8.92735,32.98333,88.17072,86.94
33,6.92011,8.94646,33,88.16537,86.96
33.01667,6.92101,8.96548,33.01667,88.16003,86.93
33.03333,6.92192,8.98441,33.03333,88.15469,86.94
33.05,6.92283,9.00326,33.05,88.14935,86.9
33.06667,6.92374,9.022,33.06667,88.14401,86.98
33.08333,6.92466,9.04062,33.08333,88.13868,86.99
33.1,6.92558,9.05915,33.1,88.13336,86.93
33.11667,6.92651,9.07758,33.11667,88.12804,86.96
33.13333,6.92743,9.09593,33.13333,88.12272,86.93
33.15,6.92836,9.11422,33.15,88.1174,86.94
33.16667,6.9293,9.13244,33.16667,88.11209,86.95
33.18333,6.93024,9.15064,33.18333,88.10678,86.88
33.2,6.93118,9.16879,33.2,88.10148,86.93
33.21667,6.93214,9.18695,33.21667,88.09618,86.95
33.23333,6.93309,9.2051,33.23333,88.09088,86.95
33.25,6.93405,9.22326,33.25,88.08559,87.01
33.26667,6.93501,9.24142,33.26667,88.0803,86.98
33.28333,6.93598,9.25961,33.28333,88.07502,86.99
33.3,6.93695,9.27783,33.3,88.06974,86.9
33.31667,6.93793,9.29607,33.31667,88.06447,86.96
33.33333,6.93892,9.31434,33.33333,88.0592,86.93
33.35,6.93991,9.33259,33.35,88.05393,86.98
33.36667,6.9409,9.35083,33.36667,88.04867,87.05
33.38333,6.9419,9.36902,33.38333,88.04341,87.06
33.4,6.94291,9.38717,33.4,88.03816,87.09
33.41667,6.94392,9.4053,33.41667,88.03292,87.11
33.43333,6.94494,9.42341,33.43333,88.02768,87.11
33.45,6.94597,9.44146,33.45,88.02244,87.14
33.46667,6.947,9.45945,33.46667,88.01721,87.25
33.48333,6.94803,9.47737,33.48333,88.01199,87.34
33.5,6.94908,9.4952,33.5,88.00677,87.25
33.51667,6.95013,9.51294,33.51667,88.00156,87.27
33.53333,6.95119,9.53056,33.53333,87.99635,87.27
33.55,6.95225,9.54808,33.55,87.99115,87.2
33.56667,6.95332,9.56548,33.56667,87.98595,87.19
33.58333,6.9544,9.58275,33.58333,87.98076,87.15
33.6,6.95549,9.59992,33.6,87.97558,87.12
33.61667,6.95658,9.61699,33.61667,87.9704,87.16
33.63333,6.95768,9.63395,33.63333,87.96522,87.12
33.65,6.95878,9.65085,33.65,87.96005,87.12
33.66667,6.9599,9.66767,33.66667,87.95489,87.11
33.68333,6.96102,9.6844,33.68333,87.94973,87.12
33.7,6.96215,9.70102,33.7,87.94458,87.05
33.71667,6.96329,9.7175,33.71667,87.93943,87.05
33.73333,6.96444,9.73381,33.73333,87.93428,87.02
33.75,6.9656,9.75001,33.75,87.92914,87.01
33.76667,6.96676,9.76608,33.76667,87.92401,87.01
33.78333,6.96793,9.782,33.78333,87.91888,86.99
33.8,6.96911,9.79777,33.8,87.91376,87.02
33.81667,6.9703,9.81344,33.81667,87.90864,87.01
33.83333,6.9715,9.82901,33.83333,87.90352,86.99
33.85,6.97271,9.84451,33.85,87.89841,86.95
33.86667,6.97392,9.85993,33.86667,87.89331,87.05
33.88333,6.97514,9.87532,33.88333,87.88821,87.09
33.9,6.97638,9.89069,33.9,87.88312,87.09
33.91667,6.97762,9.90604,33.91667,87.87803,87.1
33.93333,6.97888,9.9214,33.93333,87.87294,87.12
33.95,6.98014,9.93679,33.95,87.86786,87.14
33.96667,6.98142,9.95225,33.96667,87.86279,87.15
33.98333,6.9827,9.96779,33.98333,87.85772,87.12
34,6.98399,9.98342,34,87.85265,87.15
34.01667,6.98529,9.99918,34.01667,87.84759,87.18
34.03333,6.9866,10.01507,34.03333,87.84254,87.19
34.05,6.98793,10.0311,34.05,87.83749,87.23
34.06667,6.98926,10.04724,34.06667,87.83244,87.21
34.08333,6.99061,10.0635,34.08333,87.8274,87.25
34.1,6.99196,10.07987,34.1,87.82237,87.26
34.11667,6.99332,10.09635,34.11667,87.81734,87.24
34.13333,6.9947,10.1129,34.13333,87.81231,87.16
34.15,6.99609,10.12952,34.15,87.80729,87.15
34.16667,6.99749,10.1462,34.16667,87.80228,87.18
34.18333,6.99889,10.16293,34.18333,87.79727,87.14
34.2,7.00032,10.17974,34.2,87.79226,87.06
34.21667,7.00175,10.19662,34.21667,87.78727,87
34.23333,7.00319,10.21359,34.23333,87.78227,87
34.25,7.00465,10.23067,34.25,87.77728,87.1
34.26667,7.00612,10.24785,34.26667,87.7723,87.09
34.28333,7.0076,10.26513,34.28333,87.76732,87.09
34.3,7.00909,10.28254,34.3,87.76235,87.09
34.31667,7.01059,10.30009,34.31667,87.75738,87.09
34.33333,7.01211,10.31775,34.33333,87.75242,87.04
34.35,7.01364,10.33552,34.35,87.74746,86.94
34.36667,7.01518,10.35337,34.36667,87.74251,87.02
34.38333,7.01673,10.37131,34.38333,87.73756,86.91
34.4,7.0183,10.38932,34.4,87.73262,86.95
34.41667,7.01987,10.40738,34.41667,87.72769,86.93
34.43333,7.02147,10.42548,34.43333,87.72276,86.93
34.45,7.02307,10.44359,34.45,87.71783,86.9
34.46667,7.02469,10.46172,34.46667,87.71291,86.86
34.48333,7.02632,10.47983,34.48333,87.70799,86.84
34.5,7.02797,10.49788,34.5,87.70308,86.86
34.51667,7.02962,10.51584,34.51667,87.69818,86.85
34.53333,7.0313,10.53371,34.53333,87.69328,86.85
34.55,7.03298,10.55146,34.55,87.68838,86.84
34.56667,7.03469,10.56909,34.56667,87.68349,86.82
34.58333,7.0364,10.58662,34.58333,87.67861,86.84
34.6,7.03813,10.60402,34.6,87.67373,86.89
34.61667,7.03987,10.6213,34.61667,87.66886,86.93
34.63333,7.04163,10.63847,34.63333,87.66399,86.9
34.65,7.0434,10.6555,34.65,87.65912,86.94
